description,Degree,School,School2,Master_A_Etranger,Double_Diplome,Certificats,Job1,Company_job1,Job2,Company_job2,Job3,Company_job3,Company_job4,Stage1,Stage2,Stage3,Stage4,Stage5,Skills,Specialité,Entreprises,Entreprise_Ds,EntrepriseSpec
"Passionné par le secteur bâtiments, je suis un ingénieur génie civil qui a développé plusieurs compétences grâce a un PFE bien enrichi et mes expériences au sein des grands bureaux d’études «Hihcem Ben Naceur» et surtout «ICEP». Diplômé de l’école Esprit accréditée par la Commission des qualifications d'ingénieur (CTI). 
Je cherche à mettre mes savoir-faire et mes savoir-être au profit d’une entreprise correspondant à mes valeurs moyennant un poste ingénieur.",Ingénieur en génie civil,Esprit,vide,vide,0.0,"Recognition of successful completion of the course ""Custom Petroleum Exploration and Production""
Schlumberger / TOEIC: Niveau intermédiaire
Amideast",Ingénieur génie civil,Bureau d'études ICEP,Ingénieur génie civil,HBN,vide,,,Hichem ben naceur,ICEP,SOROUBAT-CI,Khefifi Noureddine Entrepreneur de Bâtiment et Travaux Public,vide," Gestion de projet
Immobilier , 
AutoCAD , Calculs , 
Construction , Hydraulique , 
 Qgis , 
Piste",Génie Civil,"Bureau d'études ICEP,HBN,vide,vide",bureaudetudesicephbnhichembennaceuricep,BureaudetudesICEPHBN
"I am a Full-Stack developer with industry experience building websites and web applications. I specialize in JavaScript and have professional experience working with Vue and Angular. I also have experience working with Symfony, Laravel, NodeJs and React.",Full-stack Developer,Esprit,vide,vide,0.0,vide,Full-stack Developer,Freelance,vide,,vide,,,Liberrex,EDIFIXIO Tunisie,vide,vide,vide,"Web Development ,  Computer Vision , SoftWare development , Machine Learning , Sensors ,  Front-end Development , 
Software Architecture , Java , JavaScript , MySQL , jQuery , Node.js ; Angular , Ionic , Embedded Software , Laravel , 
Internet of Things (IoT) , Node-RED , Python , Bus Dev , Hardware Development , Agile Web Development , Real-Time Operating Systems (RTOS) , Vue.js , SASS , React Native",TWIN,"Freelance,vide,vide,vide",freelanceliberrexedifixiotunisie,Freelance
vide,vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
"Actuellement ingénieur QA chez neoxam . 
Au sein de cette entreprise
- Je crée des tests sous forme des tickets JIRA
- Je vérifie le résultat fourni par le développeur pour voir s’il a bien répondu aux besoins des clients 
- Je crée des tests de non régression et d’intégration 
- Je fais l’automatisation des scénarios de test en UFT
- Al la fin de chaque sprint , je crée un fichier récapitulatif de tout ce qu’on a traité au cours du sprint
- En appliquant la méthode Scrum , on assiste chaque jour a un daily meeting avec toute l’équipe pour discuter de l’avancement et des problèmes qu’on a rencontré",Ingénieur en informatique financière,Esprit,vide,vide,0.0,vide,Ingénieur QA,NeoXam Tunisie,vide,,vide,,,Accompany Consulting,Assurances El Amana Takaful,vide,vide,vide,"JavaScript ,Java, MySQL , SQL,
SQL Server Management Studio ,PHP , R , Python , Programmation web , React.js,Node.js",TWIN,"NeoXam Tunisie,vide,vide,vide",neoxamtunisieaccompanyconsultingassuranceselamanatakaful,NeoXamTunisie
vide,vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
vide,Développeur Fullstack JS/ Ingenieur de terminaux mobile,Esprit,vide,UQTR - Université du Québec à Trois-Rivières,1.0,"developing innovative ideas for new companies
Coursera / ntermediate Python   DataCamp / Java for Android
Coursera /  Machine Learning for AI
Coursera / Datascience Toolbox 
DataCamp / Swift Programming 
Coursera  /  Python for Data Science
Cognitive Class /  Scrum Fundamentals Certified (SFC)
SCRUMstudy",Mise en place d’une plateforme web de SERF Burkina: https://serf-consulting.com/,SERF Burkina,vide,,vide,,,Travaris,PERFORM VR,Xtensus,vide,vide,"PHP5 , MySQL , JavaScript , JQuery , PL/SQL, Java Enterprise Edition , JAVA , SWIFT , AngularJS , Node.js , 
.NET framework  , KOTLIN , BLOCKCHAIN , Ionic Framework , Développement pour Android , 
Développement iOS , Internet of Things (IoT) ,
Mobile Game Development , Tizen , Symfony , Apollo Graph , Python",Génie Logiciel,"SERF Burkina,vide,vide,vide",serfburkinatravarisperformvr,SERFBurkina
"Actuellement étudiant en Master Cybersécurité à EURECOM doté de connaissance solide dans le domaine du réseau et de la programmation.
Passionné par le domaine de la cybersécurité, j'aime effectuer des challenges et apprendre d'eux.",Cyber Security Student,Esprit,vide,"EURECOM
Master of Science - MS, Cybersecurity",1.0,"Docker pour les développeurs développeuses
LinkedIn  / Learning Node.js
LinkedIn  / Unix Badge
PentesterLab  /  Application Security Engineer - Mastery Award for Students 2017 - 2019
IBM",vide,,vide,,vide,,,SAP Labs France,EY,vide,vide,vide,"S.O.C , SIEM , Administration système Linux ,  SQL , Bash ,  Python , PL/SQL , Oracle  , JavaScript",NIDS,"vide,vide,vide,vide",saplabsfranceey,vide
vide,Ingénieur analyste de données,Esprit,vide,vide,0.0,NVIDIA DLI Certificate – Fundamentals of Deep Learning for Computer Vision,"
Ingénieur analyste de données",Groupe HLi,vide,,vide,,,UbiCast,ODDO BHF,Levio,BIAT,VERMEG for Insurance & Finance Software," Python ,  Data Warehousing , Extract, Transform, Load (ETL) , Big data ,  SQL , MySQL , JavaEE , R , PL/SQL",ERP-BI,"Groupe HLi,vide,vide,vide",groupehliubicastoddobhf,GroupeHLi
"Je suis un étudiant ingénieur en 5éme année éléctromécanique spécialiste en mécatronique. Je suis ponctuel, sérieux, assidu, je m’adapte et je m’intègre facilement. Je cherche toujours à m’améliorer. Je suis apte à travailler en équipe.
Je cherche un stage de PFE pour développer mon autonomie ,mon sens de responsabilité, créer une dynamique de groupe et l'esprit d'un travail collectif et bien sûr mettre en pratique les enseignements reçus et affirmer mes savoir-faire et considérer mes compétences.",Ingénieur électromécanique,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,Volvo Trucks Tunisie,SNCFT,vide,vide,vide,"Systèmes embarqués , conception mécanique, 
Robotique , Génie mécanique , 
Génie électrique , 
Automate programmable",Électromécanique,"vide,vide,vide,vide",volvotruckstunisiesncft,vide
vide,vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
vide,Développeur Android,Esprit,vide,vide,0.0,vide,Développeur Android,Klaxit,vide,,vide,,,Klaxit,Indépendant - Freelance,Orange Tunisie,Mashtal Garden Centers,vide,"
Développement Android , 
Développement iOS , Unity , React Native , Xamarin , Xcode , Java , JavaScript ",SIM,"Klaxit,vide,vide,vide",klaxitklaxitindependantfreelance,Klaxit
vide,vide,vide,vide,vide,vide,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
"Ingénieur Data avec une solide expérience en NLP dans un environnement Big Data. 

Expérience en modélisation de données, analyse statistique, Machine Learning & Deep Learning, calcul distribué via Spark, création d'architectures scalable basée sur les évènements et de pipeline ETL en utilisant divers services AWS, déploiement de modèles de machine learning pour la production",Lead Data Engineer,Esprit,vide,vide,0.0,"Taming Big Data with Apache Spark and Python Udemy / Certificate of Competency
NVIDIA Deep Learning Institute / Certificate of achievement
ICPC",Lead Data Engineer,SESAMm,Data Engineer,SESAMm,Data Science Lead Instructor,Go My Code,,MENAPS,Andex,Boostiny,Mitakus analytics,VERMEG for Banking & Insurance Software,"Machine learning , Analyse de données ,
Microsoft SQL Server , Algorithmes, Data Mining , Statistiques , Apprentissage automatique , Big Data , NLP , MySQL , SQL ,Python , R , Hadoop , PL/SQL , JavaEE , ",Data Science,"SESAMm,SESAMm,Go My Code,vide",sesammsesammmenapsandex,SESAMmSESAMm
vide,Maintenance Engineer,Esprit,vide,vide,0.0,vide,Ingénieur maintenance,Faurecia,vide,,vide,,,SERGAZ (Eni group),Randa Tunisie,vide,vide,vide,"Arduino , Microsoft Office , SOLIDWORKS , CATIA , matlab , psim , Tia Portal , Contrôle qualité , Gestion de projet , Prévisions , 
Amélioration continue , Gestion des stocks , 
Lean manufacturing , AutoCAD , Pom-qm",Génie Civil,"Faurecia,vide,vide,vide",faureciasergazenigrouprandatunisie,Faurecia
vide,Consultant Murex,Esprit,vide,vide,0.0,vide,Consultant Murex,EDF,Consultant MOE,Synechron,vide,,,Murex,TEAMWILL CONSULTING,Pole Technologique,vide,vide,"Informatique décisionnelle , Big Data , Hadoop , Data Analysis ,Statistique , Extraire, transformer, charger (ETL) , 
Data Warehouse , Visualisation de données ,  Oracle , SQL , PL/SQL 
",ERP-BI,"EDF,Synechron,vide,vide",edfsynechronmurexteamwillconsulting,EDFSynechron
"
Au cours de ma formation académique, j'ai pu acquérir une bonne maitrise de divers langages de programmation ainsi que de solides compétences dans la gestion des systèmes d'information me permettant ainsi de développer mon sens de l'analyse et de la conception.",Développeur full stack,Esprit,Institut Supérieur des Etudes Technologiques de Mahdia ( ISET Mahdia ),vide,0.0,"Write Professional Emails in English
Coursera",Développeur full stack,SmartUP/TN,Conseiller client,Mezzo Tunis ·,vide,,,Ecole Supérieure Privée d'Ingénierie et de Technologies - ESPRIT,Levio,Tunisie Télécom,vide,vide,"
Développement front-end , JavaScript , 
Développement fyll-stack , Conception web , PostgreSQL , , 
JavaEE , Java , MySQL , SQL , NoSQL , MongoDB",TWIN,"SmartUP/TN,Mezzo Tunis ·,vide,vide",smartuptnmezzotunis*ecolesuperieurepriveedingenierieetdetechnologiesespritlevio,SmartUPTNMezzoTunis*
vide,Software Engineer,Esprit,vide,vide,0.0,"Application Security Engineer Mastery Award for Students 
IBM ",Software Engineer,Lyveat France,Développeur Full Stack,TLedger,vide,,,Gfi Tunisie,attijari bank,vide,vide,vide,"Node.js , Java , Développement full-stack , Développement web , Angular , JavaScript , MongoDB , SQL , PHP ,  MySQL , JIRA , React.js , REST , Symfony , Express.js",TWIN,"Lyveat France,TLedger,vide,vide",lyveatfrancetledgergfitunisieattijaribank,LyveatFranceTLedger
vide,Ingénieur Développeur Web FullStack,Esprit,vide,vide,0.0,"Scrum Fundamentals Certified (SFC) / CCNA: Routing and Switching: Scaling Networks
Cisco  ",Ingénieur Développeur Web FullStack,Talan Tunisie,vide,,vide,,,Talan Tunisie,عرب سوفت,Groupe Chimique Tunisien,vide,vide,"ASP.NET , JavaEE ,Conception Web , Analyse de données , 
Conception de logiciels , Gestion de projet web , Services web ,MySQL , JavaScript , PHP , HTML  ",TWIN,"Talan Tunisie,vide,vide,vide",talantunisietalantunisie`rbswft,TalanTunisie
" studied IT at ESPRIT school of engineering witch is the first school in my country that obtained the international accreditation of its programs witch it was issued by the french engineering title commission CTI. Throughout these five past academic training worked in groups with the ""Learning by project"" method witch allow me to deal faster to any new programming language or framework , how to be self taught and work effectively as a part of a team. I work as an intern in a Canadian startup and a Tunisian bank in BI and Web projects as professionals experiences .Also , I was an active member during two years in IEEE : an international organisation . 
I see myself putting all the knowledge , qualities, skills and qualifications that i gained into an experience in a professional investment.",Business Intelligence Developer,Esprit,vide,vide,0.0,"NVIDIA DEEP LEARNING INSTITUTE CERTIFICATE OF COMPETENCY / Certificate of Participation in a programming competition 11.0
IEEE ",Business Intelligence Developer I Data engineer,Foodwize,vide,,vide,,,Arab Tunisian Bank ATB,360Medlink Inc,alidade Tunisia,DeepOR,vide,"SQL , SQL Server Integration Services (SSIS) , SQL Server Reporting Services (SSRS) , Tableau software , JavaEE ,MySQL , PL/SQL , Talend , Pentaho , TIC , SQL Server Analysis Services (SSAS) , Time Series Analysis , Microsoft Power BI
",ERP-BI,"Foodwize,vide,vide,vide",foodwizearabtunisianbankinc,Foodwize
vide,Data Analyst,Esprit,vide,vide,0.0,"Python and Statistics for Financial Analysis  Coursera /  Build a Machine Learning Web App with Streamlit and Python
Coursera / Data Analytics en Power BI  Coursera / Predictive Modelling with Azure Machine Learning Studio
Coursera",Data-analyst,INNOSCAPE,vide,,vide,,,Deltasoft International,Upwork,VIRTUALDEV,Derinton Care Tunis,vide,"Business Intelligence , 
Extract, Transform, Load (ETL) , 
 Data Visualization  , 
Informatique décisionnelle , 
Data Warehousing , Data Mining , Data Analysis , Analytical Skills , SQL , JavaEE ,  ASP.NET MVC 
",ERP-BI,"INNOSCAPE,vide,vide,vide",innoscapedeltasoftinternationalupwork,INNOSCAPE
vide,vide,Esprit,vide,vide,vide,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
vide,Full Stack Developer,Esprit,Faculté des sciences - Institut préparatoire aux études d’ingénieurs intégré,vide,0.0,vide,Full Stack Developer,WeeFin,vide,,vide,,,WeeFin,Arab Software Company,IFT Consulting,vide,vide,"PHP5 , MySQL , JavaScript , JQuery , PL/SQL, Java Enterprise Edition , JAVA , SWIFT , AngularJS , Node.js , 
.NET framework  , KOTLIN , BLOCKCHAIN , Ionic Framework , Développement pour Android , 
Développement iOS , Internet of Things (IoT) ,
Mobile Game Development , Tizen , Symfony , Apollo Graph ",Génie Logiciel,"WeeFin,vide,vide,vide",weefinweefinarabsoftwarecompany,WeeFin
Ingénieur en génie industriel et actuellement étudiant en mastère spécialisé en supply chain management.,Etudiant en supply chain management et achats,Esprit,vide,"Brest Business SchoolBrest Business School
Master of Science - MS, Management de la supply Chain et achats",1.0,vide,Spécialiste en inventaires,RGIS - France,vide,,vide,,,Société Nouvelle des Boissons Gazeuses ·,SNCFT,vide,vide,vide,"Lean Management , SOLIDWORKS , 
CATIA ,SAP ERP , TIA Portal ,
Industrie alimentaire , Prévision de la demande , 
Achat et approvisionnement , ",Électromécanique,"RGIS - France,vide,vide,vide",rgisfrancesocietenouvelledesboissonsgazeuses*sncft,RGISFrance
"Ingénieur en informatique spécialisé en  Business Intelligence, je possède déjà des expériences dans le domaine.
Mes qualités sont en lien direct avec ma volonté de m’impliquer dans les missions que vous seriez potentiellement amené à me confier. Ceci vous permettra de bénéficier d’un consultant confiant, impliqué d'un côté, autonome et sérieux d’un autre côté. ",Consultant BI,Esprit,vide,vide,0.0,vide,Consultant bi,Timsoft Group,Consultant bi,Poulina Group Holding,vide,,,Poulina Group Holding,,vide,vide,vide," Microsoft SQL Server , SQL Server Integration Services (SSIS) , 
SQL Server Reporting Services (SSRS), Symfony , Ms bi , 
Microsoft Power BI , Talend , big data , Analyse des données ",ERP-BI,"Timsoft Group,Poulina Group Holding,vide,vide",timsoftgrouppoulinagroupholdingpoulinagroupholding,TimsoftGroupPoulinaGroupHolding
"Ingénieur Génie Civil, spécialisé dans les ouvrage maritime et portuaire.
Diplômé l’école Supérieure d'Ingénieurs des travaux de la construction « ESITC », de Caen. 
Je suis à la recherche d'un emploi en tant que ingénieur maitre d'œuvre ou construction dans les secteurs des travaux publics, ouvrage d'art, ouvrage maritime et portuaire et la gestion du projet. 
Travailler avec une équipe de professionnels ne peut que m’encourager à m'améliorer et apporter de nouvelles idées.",Ingénieur Génie Civil spécialisé en ouvrages maritimes et portuaires,Esprit,vide,vide,vide,vide,vide,,vide,,vide,,,Egis,MARITEC,Knauf Insulation Tunisie,STC SARL,MC plus SARL,"Calcul de structures , Conception et dimensionnement des quais et des digues , Réglementation Maritime , AutoCAD , Revit  , 
Ship Mooring , Talren , K-Rea , 
Telemac , Refonde , Plaxis , Autodesk Robot Structural Analysis Professional",Génie Civil,"vide,vide,vide,vide",egismaritec,vide
